"","Ov_coeff","Ov_ic","D_competitor","S_competitor","D_family","S_family","D_genus","S_genus","dist_tax","p_distance","D_Sorg","S_Sorg","Social_org","mass_ratio","D_mass","Dmass_cat","S_mass","Smass_cat","D_diet","S_diet","diet_dist","Lon","Lat","Lat_abs","Continent","Country","Locality","Label","Samp_dur","N_statioins","Effort","Avg_dist","S_area"
"1109",0.51,"0.46-0.57","Canis dingo","Vulpes vulpes",NA,"Canidae",NA,"Vulpes","Diff_F",NA,"Social","Solitary","Social-Solitary",NA,NA,"Large",7580.3,"Medium-Large",NA,"Carnivore","Diff_diet",134.237386,-28.294724,28.294724,"Oceania","Australia","EDMW_water","Wooster_2021",NA,NA,NA,NA,NA
"1110",0.68,"0,59-0,77","Panthera pardus","Meles meles","Felidae","Mustelidae","Panthera","Meles","Diff_F",0.18842002,"Solitary","Solitary","Solitary-Solitary",1.49651043138327,53074.995,"Large",11884.03,"Medium-Large","Carnivore","Omnivore","Diff_diet",130.742553,43.011322,43.011322,"Asia","China","Summer","Yang_2018",6,163,NA,"3.6",1087
"1111",0.59,"0,49-0,77","Panthera pardus","Meles meles","Felidae","Mustelidae","Panthera","Meles","Diff_F",0.18842002,"Solitary","Solitary","Solitary-Solitary",1.49651043138327,53074.995,"Large",11884.03,"Medium-Large","Carnivore","Omnivore","Diff_diet",130.742553,43.011322,43.011322,"Asia","China","Winter","Yang_2018",6,163,NA,"3.6",1087
"1112",0.49,"0,38-0,59","Panthera pardus","Nyctereutes procyonoides","Felidae","Canidae","Panthera","Nyctereutes","Diff_F",0.18947214,"Solitary","Social","Solitary-Social",2.52903121882701,53074.995,"Large",4232,"Small-Medium","Carnivore","Omnivore","Diff_diet",130.742553,43.011322,43.011322,"Asia","China","Summer","Yang_2018",6,163,NA,"3.6",1087
"1113",0.67,"0,55-0,78","Panthera tigris","Panthera pardus","Felidae","Felidae","Panthera","Panthera","Same_f",0.0833698525,"Solitary","Solitary","Solitary-Solitary",0.88655490028725,128800,"Large",53074.995,"Large","Carnivore","Carnivore","Same_diet",130.742553,43.011322,43.011322,"Asia","China","Summer","Yang_2018",6,163,NA,"3.6",1087
"1114",0.55,"0,38-0,64","Panthera tigris","Panthera pardus","Felidae","Felidae","Panthera","Panthera","Same_f",0.0833698525,"Solitary","Solitary","Solitary-Solitary",0.88655490028725,128800,"Large",53074.995,"Large","Carnivore","Carnivore","Same_diet",130.742553,43.011322,43.011322,"Asia","China","Winter","Yang_2018",6,163,NA,"3.6",1087
"1115",0.53,"0,43-0,63","Panthera pardus","Vulpes vulpes","Felidae","Canidae","Panthera","Vulpes","Diff_F",0.18701218,"Solitary","Solitary","Solitary-Solitary",1.94615313667549,53074.995,"Large",7580.3,"Medium-Large","Carnivore","Carnivore","Same_diet",130.742553,43.011322,43.011322,"Asia","China","Summer","Yang_2018",6,163,NA,"3.6",1087
"1116",0.43,"0,36-0,6","Panthera pardus","Vulpes vulpes","Felidae","Canidae","Panthera","Vulpes","Diff_F",0.18701218,"Solitary","Solitary","Solitary-Solitary",1.94615313667549,53074.995,"Large",7580.3,"Medium-Large","Carnivore","Carnivore","Same_diet",130.742553,43.011322,43.011322,"Asia","China","Winter","Yang_2018",6,163,NA,"3.6",1087
"1117",0.34,"0.11-0.61","Cuon alpinus","Canis aureus","Canidae","Canidae","Cuon","Canis","Same_f",0.08571012,"Social","Social","Social-Social",0.358945092473272,15750,"Large",11000,"Medium-Large","Carnivore","Carnivore","Same_diet",91.45,24.120833,24.120833,"Asia","Bangladesh","SNP","Zakir_2021",3.22,12,587,"0.65",2.43
"1118",0.26,"0.13-0.41","Canis aureus","Herpestes urva","Canidae","Herpestidae","Canis","Herpestes","Diff_F",NA,"Social","Solitary","Social-Solitary",1.64473777671653,11000,"Medium-Large",2123.695,"Small-Medium","Carnivore","Omnivore","Diff_diet",91.45,24.120833,24.120833,"Asia","Bangladesh","SNP","Zakir_2021",3.22,12,587,"0.65",2.43
"1119",0.77,"0.53-0.91","Cuon alpinus","Herpestes urva","Canidae","Herpestidae","Cuon","Herpestes","Diff_F",NA,"Social","Solitary","Social-Solitary",2.0036828691898,15750,"Large",2123.695,"Small-Medium","Carnivore","Omnivore","Diff_diet",91.45,24.120833,24.120833,"Asia","Bangladesh","SNP","Zakir_2021",3.22,12,587,"0.65",2.43
"1120",0.83,"0,66-0,93","Martes flavigula","Herpestes urva","Mustelidae","Herpestidae","Martes","Herpestes","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",0.163133235792314,2500,"Small-Medium",2123.695,"Small-Medium","Carnivore","Omnivore","Diff_diet",91.45,24.120833,24.120833,"Asia","Bangladesh","SNP","Zakir_2021",3.22,12,587,"0.65",2.43
"1121",0.25,"0,12-0,40","Paguma larvata","Herpestes urva","Viverridae","Herpestidae","Paguma","Herpestes","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",0.705457526617676,4300,"Small-Medium",2123.695,"Small-Medium","Omnivore","Omnivore","Same_diet",91.45,24.120833,24.120833,"Asia","Bangladesh","SNP","Zakir_2021",3.22,12,587,"0.65",2.43
"1122",0.33,"0,21-0,87","Prionailurus bengalensis","Herpestes urva","Felidae","Herpestidae","Prionailurus","Herpestes","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",0.669950838160766,4150,"Small-Medium",2123.695,"Small-Medium","Carnivore","Omnivore","Diff_diet",91.45,24.120833,24.120833,"Asia","Bangladesh","SNP","Zakir_2021",3.22,12,587,"0.65",2.43
"1123",0.2,"0.11-0.3","Viverra zibetha","Herpestes urva","Viverridae","Herpestidae","Viverra","Herpestes","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",1.5494275969122,10000,"Medium-Large",2123.695,"Small-Medium","Carnivore","Omnivore","Diff_diet",91.45,24.120833,24.120833,"Asia","Bangladesh","SNP","Zakir_2021",3.22,12,587,"0.65",2.43
"1124",0.24,"0.10-0.43","Canis aureus","Martes flavigula","Canidae","Mustelidae","Canis","Martes","Diff_F",0.18151763,"Social","Solitary","Social-Solitary",1.48160454092422,11000,"Medium-Large",2500,"Small-Medium","Carnivore","Carnivore","Same_diet",91.45,24.120833,24.120833,"Asia","Bangladesh","SNP","Zakir_2021",3.22,12,587,"0.65",2.43
"1125",0.82,"0.60-0.93","Cuon alpinus","Martes flavigula","Canidae","Mustelidae","Cuon","Martes","Diff_F",0.18618296,"Social","Solitary","Social-Solitary",1.84054963339749,15750,"Large",2500,"Small-Medium","Carnivore","Carnivore","Same_diet",91.45,24.120833,24.120833,"Asia","Bangladesh","SNP","Zakir_2021",3.22,12,587,"0.65",2.43
"1126",0.2,"0,08-0,38","Paguma larvata","Martes flavigula","Viverridae","Mustelidae","Paguma","Martes","Diff_F",0.18378666,"Solitary","Solitary","Solitary-Solitary",0.542324290825362,4300,"Small-Medium",2500,"Small-Medium","Omnivore","Carnivore","Diff_diet",91.45,24.120833,24.120833,"Asia","Bangladesh","SNP","Zakir_2021",3.22,12,587,"0.65",2.43
"1127",0.33,"0,19-0,50","Prionailurus bengalensis","Martes flavigula","Felidae","Mustelidae","Prionailurus","Martes","Diff_F",0.181713445,"Solitary","Solitary","Solitary-Solitary",0.506817602368452,4150,"Small-Medium",2500,"Small-Medium","Carnivore","Carnivore","Same_diet",91.45,24.120833,24.120833,"Asia","Bangladesh","SNP","Zakir_2021",3.22,12,587,"0.65",2.43
"1128",0.17,"0.07-0.30","Viverra zibetha","Martes flavigula","Viverridae","Mustelidae","Viverra","Martes","Diff_F",0.1821087,"Solitary","Solitary","Solitary-Solitary",1.38629436111989,10000,"Medium-Large",2500,"Small-Medium","Carnivore","Carnivore","Same_diet",91.45,24.120833,24.120833,"Asia","Bangladesh","SNP","Zakir_2021",3.22,12,587,"0.65",2.43
"1129",0.81,"0.64-0.91","Canis aureus","Paguma larvata","Canidae","Viverridae","Canis","Paguma","Diff_F",0.1819603,"Social","Solitary","Social-Solitary",0.939280250098854,11000,"Medium-Large",4300,"Small-Medium","Carnivore","Omnivore","Diff_diet",91.45,24.120833,24.120833,"Asia","Bangladesh","SNP","Zakir_2021",3.22,12,587,"0.65",2.43
"1130",0.29,"0.08-0.56","Cuon alpinus","Paguma larvata","Canidae","Viverridae","Cuon","Paguma","Diff_F",0.18508242,"Social","Solitary","Social-Solitary",1.29822534257213,15750,"Large",4300,"Small-Medium","Carnivore","Omnivore","Diff_diet",91.45,24.120833,24.120833,"Asia","Bangladesh","SNP","Zakir_2021",3.22,12,587,"0.65",2.43
"1131",0.69,"0.51-0.83","Viverra zibetha","Paguma larvata","Viverridae","Viverridae","Viverra","Paguma","Same_f",0.122416,"Solitary","Solitary","Solitary-Solitary",0.843970070294529,10000,"Medium-Large",4300,"Small-Medium","Carnivore","Omnivore","Diff_diet",91.45,24.120833,24.120833,"Asia","Bangladesh","SNP","Zakir_2021",3.22,12,587,"0.65",2.43
"1132",0.7,"0,55-0,83","Prionailurus bengalensis","Paradoxurus hermaphroditus","Felidae","Viverridae","Prionailurus","Paradoxurus","Diff_F",0.1459193375,"Solitary","Solitary","Solitary-Solitary",0.266227137450522,4150,"Small-Medium",3180,"Small-Medium","Carnivore","Omnivore","Diff_diet",91.45,24.120833,24.120833,"Asia","Bangladesh","SNP","Zakir_2021",3.22,12,587,"0.65",2.43
"1133",0.82,"0.66-0.92","Canis aureus","Paradoxurus hermaphroditus","Canidae","Viverridae","Canis","Paradoxurus","Diff_F",0.1818898,"Social","Solitary","Social-Solitary",1.24101407600629,11000,"Medium-Large",3180,"Small-Medium","Carnivore","Omnivore","Diff_diet",91.45,24.120833,24.120833,"Asia","Bangladesh","SNP","Zakir_2021",3.22,12,587,"0.65",2.43
"1134",0.26,"0.26-0.53","Cuon alpinus","Paradoxurus hermaphroditus","Canidae","Viverridae","Cuon","Paradoxurus","Diff_F",0.18430928,"Social","Solitary","Social-Solitary",1.59995916847956,15750,"Large",3180,"Small-Medium","Carnivore","Omnivore","Diff_diet",91.45,24.120833,24.120833,"Asia","Bangladesh","SNP","Zakir_2021",3.22,12,587,"0.65",2.43
"1135",0.77,"0,58-0,89","Paguma larvata","Paradoxurus hermaphroditus","Viverridae","Viverridae","Paguma","Paradoxurus","Same_f",0.0764595,"Solitary","Solitary","Solitary-Solitary",0.301733825907431,4300,"Small-Medium",3180,"Small-Medium","Omnivore","Omnivore","Same_diet",91.45,24.120833,24.120833,"Asia","Bangladesh","SNP","Zakir_2021",3.22,12,587,"0.65",2.43
"1136",0.82,"0.71-0.91","Viverra zibetha","Paradoxurus hermaphroditus","Viverridae","Viverridae","Viverra","Paradoxurus","Same_f",0.1255471,"Solitary","Solitary","Solitary-Solitary",1.14570389620196,10000,"Medium-Large",3180,"Small-Medium","Carnivore","Omnivore","Diff_diet",91.45,24.120833,24.120833,"Asia","Bangladesh","SNP","Zakir_2021",3.22,12,587,"0.65",2.43
"1137",0.79,"0.62-0.91","Canis aureus","Prionailurus bengalensis","Canidae","Felidae","Canis","Prionailurus","Diff_F",0.18063607,"Social","Solitary","Social-Solitary",0.974786938555764,11000,"Medium-Large",4150,"Small-Medium","Carnivore","Carnivore","Same_diet",91.45,24.120833,24.120833,"Asia","Bangladesh","SNP","Zakir_2021",3.22,12,587,"0.65",2.43
"1138",0.42,"0.19-0.66","Cuon alpinus","Prionailurus bengalensis","Canidae","Felidae","Cuon","Prionailurus","Diff_F",0.183912575,"Social","Solitary","Social-Solitary",1.33373203102904,15750,"Large",4150,"Small-Medium","Carnivore","Carnivore","Same_diet",91.45,24.120833,24.120833,"Asia","Bangladesh","SNP","Zakir_2021",3.22,12,587,"0.65",2.43
"1139",0.68,"0,50-0,84","Paguma larvata","Prionailurus bengalensis","Viverridae","Felidae","Paguma","Prionailurus","Diff_F",0.14225069,"Solitary","Solitary","Solitary-Solitary",0.0355066884569098,4300,"Small-Medium",4150,"Small-Medium","Omnivore","Carnivore","Diff_diet",91.45,24.120833,24.120833,"Asia","Bangladesh","SNP","Zakir_2021",3.22,12,587,"0.65",2.43
"1140",0.8,"0.62-0.97","Viverra zibetha","Prionailurus bengalensis","Viverridae","Felidae","Viverra","Prionailurus","Diff_F",0.13753755,"Solitary","Solitary","Solitary-Solitary",0.879476758751439,10000,"Medium-Large",4150,"Small-Medium","Carnivore","Carnivore","Same_diet",91.45,24.120833,24.120833,"Asia","Bangladesh","SNP","Zakir_2021",3.22,12,587,"0.65",2.43
"1141",0.19,"0,09-0,31","Paradoxurus hermaphroditus","Herpestes urva","Viverridae","Herpestidae","Paradoxurus","Herpestes","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",0.403723700710245,3180,"Small-Medium",2123.695,"Small-Medium","Omnivore","Omnivore","Same_diet",91.45,24.120833,24.120833,"Asia","Bangladesh","SNP","Zakir_2021",3.22,12,587,"0.65",2.43
"1142",0.77,"0.61-0.88","Canis aureus","Viverra zibetha","Canidae","Viverridae","Canis","Viverra","Diff_F",0.18026096,"Social","Solitary","Social-Solitary",0.0953101798043249,11000,"Medium-Large",10000,"Medium-Large","Carnivore","Carnivore","Same_diet",91.45,24.120833,24.120833,"Asia","Bangladesh","SNP","Zakir_2021",3.22,12,587,"0.65",2.43
"1143",0.27,"0.07-0.52","Cuon alpinus","Viverra zibetha","Canidae","Viverridae","Cuon","Viverra","Diff_F",0.18252137,"Social","Solitary","Social-Solitary",0.454255272277596,15750,"Large",10000,"Medium-Large","Carnivore","Carnivore","Same_diet",91.45,24.120833,24.120833,"Asia","Bangladesh","SNP","Zakir_2021",3.22,12,587,"0.65",2.43
"1144",0.15,"0,06-0,29","Paradoxurus hermaphroditus","Martes flavigula","Viverridae","Mustelidae","Paradoxurus","Martes","Diff_F",0.187716865,"Solitary","Solitary","Solitary-Solitary",0.24059046491793,3180,"Small-Medium",2500,"Small-Medium","Omnivore","Carnivore","Diff_diet",91.45,24.120833,24.120833,"Asia","Bangladesh","SNP","Zakir_2021",3.22,12,587,"0.65",2.43
"1145",0.86,"0.78-0.91","Meles meles","Martes martes","Mustelidae","Mustelidae","Meles","Martes","Same_f",0.1341349,"Solitary","Solitary","Solitary-Solitary",2.21283506369348,11884.03,"Medium-Large",1299.995,"Small","Omnivore","Omnivore","Same_diet",11.511111,58.509444,58.509444,"Europe","Scotland","Strathspey_Winter","Zalewska_2021",2,40,2099,"1",8
"1146",0.62,"0.56-0.68","Meles meles","Martes martes","Mustelidae","Mustelidae","Meles","Martes","Same_f",0.1341349,"Solitary","Solitary","Solitary-Solitary",2.21283506369348,11884.03,"Medium-Large",1299.995,"Small","Omnivore","Omnivore","Same_diet",11.511111,58.509444,58.509444,"Europe","Scotland","Strathspey_Spring","Zalewska_2021",3.4,78,3473,"1",8
"1147",0.74,"0.61-0.84","Vulpes vulpes","Martes martes","Canidae","Mustelidae","Vulpes","Martes","Diff_F",0.18591115,"Solitary","Solitary","Solitary-Solitary",1.76319235840126,7580.3,"Medium-Large",1299.995,"Small","Carnivore","Omnivore","Diff_diet",11.511111,58.509444,58.509444,"Europe","Scotland","Strathspey_Winter","Zalewska_2021",2,40,2099,"1",8
"1148",0.86,"0.73-0.93","Vulpes vulpes","Martes martes","Canidae","Mustelidae","Vulpes","Martes","Diff_F",0.18591115,"Solitary","Solitary","Solitary-Solitary",1.76319235840126,7580.3,"Medium-Large",1299.995,"Small","Carnivore","Omnivore","Diff_diet",11.511111,58.509444,58.509444,"Europe","Scotland","Strathspey_Spring","Zalewska_2021",3.4,78,3473,"1",8
"1149",0.71,"0.58-0.81","Meles meles","Vulpes vulpes","Mustelidae","Canidae","Meles","Vulpes","Diff_F",0.1882578,"Solitary","Solitary","Solitary-Solitary",0.449642705292223,11884.03,"Medium-Large",7580.3,"Medium-Large","Omnivore","Carnivore","Diff_diet",11.511111,58.509444,58.509444,"Europe","Scotland","Strathspey_Winter","Zalewska_2021",2,40,2099,"1",8
"1150",0.64,"0.47-0.77","Meles meles","Vulpes vulpes","Mustelidae","Canidae","Meles","Vulpes","Diff_F",0.1882578,"Solitary","Solitary","Solitary-Solitary",0.449642705292223,11884.03,"Medium-Large",7580.3,"Medium-Large","Omnivore","Carnivore","Diff_diet",11.511111,58.509444,58.509444,"Europe","Scotland","Strathspey_Spring","Zalewska_2021",3.4,78,3473,"1",8
"1151",0.75,"0.66-0.83","Leopardus geoffroyi","Conepatus chinga","Felidae","Mephitidae","Leopardus","Conepatus","Diff_F",0.18375468,"Solitary","Solitary","Solitary-Solitary",0.162518929497775,4000,"Small-Medium",3400,"Small-Medium","Carnivore","Insectivore","Diff_diet",-65.666667,-37.166667,37.166667,"South America","Argentina","Pampa_Phocc","Zanon-Martinez_2021",NA,NA,NA,"2.5",NA
"1152",0.73,"0.65-0.81","Leopardus geoffroyi","Conepatus chinga","Felidae","Mephitidae","Leopardus","Conepatus","Diff_F",0.18375468,"Solitary","Solitary","Solitary-Solitary",0.162518929497775,4000,"Small-Medium",3400,"Small-Medium","Carnivore","Insectivore","Diff_diet",-65.666667,-37.166667,37.166667,"South America","Argentina","Pampa_Plocc","Zanon-Martinez_2021",NA,NA,NA,"2.5",NA
"1153",0.83,"0.75-0.91","Leopardus geoffroyi","Conepatus chinga","Felidae","Mephitidae","Leopardus","Conepatus","Diff_F",0.18375468,"Solitary","Solitary","Solitary-Solitary",0.162518929497775,4000,"Small-Medium",3400,"Small-Medium","Carnivore","Insectivore","Diff_diet",-65.666667,-37.166667,37.166667,"South America","Argentina","Pampa_Pmocc","Zanon-Martinez_2021",NA,NA,NA,"2.5",NA
"1154",0.81,"0.77-0.85","Leopardus geoffroyi","Conepatus chinga","Felidae","Mephitidae","Leopardus","Conepatus","Diff_F",0.18375468,"Solitary","Solitary","Solitary-Solitary",0.162518929497775,4000,"Small-Medium",3400,"Small-Medium","Carnivore","Insectivore","Diff_diet",-65.666667,-37.166667,37.166667,"South America","Argentina","Pampa_Pocc","Zanon-Martinez_2021",NA,NA,NA,"2.5",NA
"1155",0.83,"0.76-0.91","Lycalopex gymnocercus","Conepatus chinga","Canidae","Mephitidae","Lycalopex","Conepatus","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",0.321657150836072,4690,"Small-Medium",3400,"Small-Medium","Omnivore","Insectivore","Diff_diet",-65.666667,-37.166667,37.166667,"South America","Argentina","Pampa_Phocc","Zanon-Martinez_2021",NA,NA,NA,"2.5",NA
"1156",0.68,"0.62-0.75","Lycalopex gymnocercus","Conepatus chinga","Canidae","Mephitidae","Lycalopex","Conepatus","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",0.321657150836072,4690,"Small-Medium",3400,"Small-Medium","Omnivore","Insectivore","Diff_diet",-65.666667,-37.166667,37.166667,"South America","Argentina","Pampa_Plocc","Zanon-Martinez_2021",NA,NA,NA,"2.5",NA
"1157",0.82,"0.75-0.88","Lycalopex gymnocercus","Conepatus chinga","Canidae","Mephitidae","Lycalopex","Conepatus","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",0.321657150836072,4690,"Small-Medium",3400,"Small-Medium","Omnivore","Insectivore","Diff_diet",-65.666667,-37.166667,37.166667,"South America","Argentina","Pampa_Pmocc","Zanon-Martinez_2021",NA,NA,NA,"2.5",NA
"1158",0.8,"0.76-0.84","Lycalopex gymnocercus","Conepatus chinga","Canidae","Mephitidae","Lycalopex","Conepatus","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",0.321657150836072,4690,"Small-Medium",3400,"Small-Medium","Omnivore","Insectivore","Diff_diet",-65.666667,-37.166667,37.166667,"South America","Argentina","Pampa_Pocc","Zanon-Martinez_2021",NA,NA,NA,"2.5",NA
"1159",0.68,"0.52-0.84","Puma concolor","Conepatus chinga","Felidae","Mephitidae","Puma","Conepatus","Diff_F",0.18738648,"Solitary","Solitary","Solitary-Solitary",2.64742557928578,48000,"Large",3400,"Small-Medium","Carnivore","Insectivore","Diff_diet",-65.666667,-37.166667,37.166667,"South America","Argentina","Pampa_HCER","Zanon-Martinez_2021",NA,NA,NA,"2.5",NA
"1160",0.74,"0.49-1.0","Puma concolor","Conepatus chinga","Felidae","Mephitidae","Puma","Conepatus","Diff_F",0.18738648,"Solitary","Solitary","Solitary-Solitary",2.64742557928578,48000,"Large",3400,"Small-Medium","Carnivore","Insectivore","Diff_diet",-65.666667,-37.166667,37.166667,"South America","Argentina","Pampa_HDER","Zanon-Martinez_2021",NA,NA,NA,"2.5",NA
"1161",0.65,"0.51-0.73","Puma concolor","Conepatus chinga","Felidae","Mephitidae","Puma","Conepatus","Diff_F",0.18738648,"Solitary","Solitary","Solitary-Solitary",2.64742557928578,48000,"Large",3400,"Small-Medium","Carnivore","Insectivore","Diff_diet",-65.666667,-37.166667,37.166667,"South America","Argentina","Pampa_LCER","Zanon-Martinez_2021",NA,NA,NA,"2.5",NA
"1162",0.69,"0.61-0.76","Puma concolor","Conepatus chinga","Felidae","Mephitidae","Puma","Conepatus","Diff_F",0.18738648,"Solitary","Solitary","Solitary-Solitary",2.64742557928578,48000,"Large",3400,"Small-Medium","Carnivore","Insectivore","Diff_diet",-65.666667,-37.166667,37.166667,"South America","Argentina","Pampa_LDER","Zanon-Martinez_2021",NA,NA,NA,"2.5",NA
"1163",0.67,"0.53-0.82","Puma concolor","Conepatus chinga","Felidae","Mephitidae","Puma","Conepatus","Diff_F",0.18738648,"Solitary","Solitary","Solitary-Solitary",2.64742557928578,48000,"Large",3400,"Small-Medium","Carnivore","Insectivore","Diff_diet",-65.666667,-37.166667,37.166667,"South America","Argentina","Pampa_MCER","Zanon-Martinez_2021",NA,NA,NA,"2.5",NA
"1164",0.67,"0.43-0.92","Puma concolor","Conepatus chinga","Felidae","Mephitidae","Puma","Conepatus","Diff_F",0.18738648,"Solitary","Solitary","Solitary-Solitary",2.64742557928578,48000,"Large",3400,"Small-Medium","Carnivore","Insectivore","Diff_diet",-65.666667,-37.166667,37.166667,"South America","Argentina","Pampa_MDER","Zanon-Martinez_2021",NA,NA,NA,"2.5",NA
"1165",0.79,"0.52-1.00","Conepatus chinga","Leopardus colocolo","Mephitidae","Felidae","Conepatus","Leopardus","Diff_F",0.18491578,"Solitary","Solitary","Solitary-Solitary",0.141970261270387,3400,"Small-Medium",2950,"Small-Medium","Insectivore","Carnivore","Diff_diet",-65.666667,-37.166667,37.166667,"South America","Argentina","Pampa_Phocc","Zanon-Martinez_2021",NA,NA,NA,"2.5",NA
"1166",0.77,"0.62-0.91","Conepatus chinga","Leopardus colocolo","Mephitidae","Felidae","Conepatus","Leopardus","Diff_F",0.18491578,"Solitary","Solitary","Solitary-Solitary",0.141970261270387,3400,"Small-Medium",2950,"Small-Medium","Insectivore","Carnivore","Diff_diet",-65.666667,-37.166667,37.166667,"South America","Argentina","Pampa_Plocc","Zanon-Martinez_2021",NA,NA,NA,"2.5",NA
"1167",0.46,"0.21-0.72","Conepatus chinga","Leopardus colocolo","Mephitidae","Felidae","Conepatus","Leopardus","Diff_F",0.18491578,"Solitary","Solitary","Solitary-Solitary",0.141970261270387,3400,"Small-Medium",2950,"Small-Medium","Insectivore","Carnivore","Diff_diet",-65.666667,-37.166667,37.166667,"South America","Argentina","Pampa_Pmocc","Zanon-Martinez_2021",NA,NA,NA,"2.5",NA
"1168",0.74,"0.64-0.84","Conepatus chinga","Leopardus colocolo","Mephitidae","Felidae","Conepatus","Leopardus","Diff_F",0.18491578,"Solitary","Solitary","Solitary-Solitary",0.141970261270387,3400,"Small-Medium",2950,"Small-Medium","Insectivore","Carnivore","Diff_diet",-65.666667,-37.166667,37.166667,"South America","Argentina","Pampa_Pocc","Zanon-Martinez_2021",NA,NA,NA,"2.5",NA
"1169",0.83,"0.58-1.00","Leopardus geoffroyi","Leopardus colocolo","Felidae","Felidae","Leopardus","Leopardus","Same_f",0.07002763,"Solitary","Solitary","Solitary-Solitary",0.304489190768162,4000,"Small-Medium",2950,"Small-Medium","Carnivore","Carnivore","Same_diet",-65.666667,-37.166667,37.166667,"South America","Argentina","Pampa_Phocc","Zanon-Martinez_2021",NA,NA,NA,"2.5",NA
"1170",0.87,"0.75-0.98","Leopardus geoffroyi","Leopardus colocolo","Felidae","Felidae","Leopardus","Leopardus","Same_f",0.07002763,"Solitary","Solitary","Solitary-Solitary",0.304489190768162,4000,"Small-Medium",2950,"Small-Medium","Carnivore","Carnivore","Same_diet",-65.666667,-37.166667,37.166667,"South America","Argentina","Pampa_Plocc","Zanon-Martinez_2021",NA,NA,NA,"2.5",NA
"1171",0.57,"0.33-0.80","Leopardus geoffroyi","Leopardus colocolo","Felidae","Felidae","Leopardus","Leopardus","Same_f",0.07002763,"Solitary","Solitary","Solitary-Solitary",0.304489190768162,4000,"Small-Medium",2950,"Small-Medium","Carnivore","Carnivore","Same_diet",-65.666667,-37.166667,37.166667,"South America","Argentina","Pampa_Pmocc","Zanon-Martinez_2021",NA,NA,NA,"2.5",NA
"1172",0.83,"0.75-0.91","Leopardus geoffroyi","Leopardus colocolo","Felidae","Felidae","Leopardus","Leopardus","Same_f",0.07002763,"Solitary","Solitary","Solitary-Solitary",0.304489190768162,4000,"Small-Medium",2950,"Small-Medium","Carnivore","Carnivore","Same_diet",-65.666667,-37.166667,37.166667,"South America","Argentina","Pampa_Pocc","Zanon-Martinez_2021",NA,NA,NA,"2.5",NA
"1173",0.84,"0.59-1.00","Lycalopex gymnocercus","Leopardus colocolo","Canidae","Felidae","Lycalopex","Leopardus","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",0.46362741210646,4690,"Small-Medium",2950,"Small-Medium","Omnivore","Carnivore","Diff_diet",-65.666667,-37.166667,37.166667,"South America","Argentina","Pampa_Phocc","Zanon-Martinez_2021",NA,NA,NA,"2.5",NA
"1174",0.81,"0.68-0.93","Lycalopex gymnocercus","Leopardus colocolo","Canidae","Felidae","Lycalopex","Leopardus","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",0.46362741210646,4690,"Small-Medium",2950,"Small-Medium","Omnivore","Carnivore","Diff_diet",-65.666667,-37.166667,37.166667,"South America","Argentina","Pampa_Plocc","Zanon-Martinez_2021",NA,NA,NA,"2.5",NA
"1175",0.58,"0.34-0.83","Lycalopex gymnocercus","Leopardus colocolo","Canidae","Felidae","Lycalopex","Leopardus","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",0.46362741210646,4690,"Small-Medium",2950,"Small-Medium","Omnivore","Carnivore","Diff_diet",-65.666667,-37.166667,37.166667,"South America","Argentina","Pampa_Pmocc","Zanon-Martinez_2021",NA,NA,NA,"2.5",NA
"1176",0.81,"0.73-0.89","Lycalopex gymnocercus","Leopardus colocolo","Canidae","Felidae","Lycalopex","Leopardus","Diff_F",NA,"Solitary","Solitary","Solitary-Solitary",0.46362741210646,4690,"Small-Medium",2950,"Small-Medium","Omnivore","Carnivore","Diff_diet",-65.666667,-37.166667,37.166667,"South America","Argentina","Pampa_Pocc","Zanon-Martinez_2021",NA,NA,NA,"2.5",NA
"1177",0.75,"0.52-0.97","Puma concolor","Leopardus colocolo","Felidae","Felidae","Puma","Leopardus","Same_f",0.0959591,"Solitary","Solitary","Solitary-Solitary",2.78939584055616,48000,"Large",2950,"Small-Medium","Carnivore","Carnivore","Same_diet",-65.666667,-37.166667,37.166667,"South America","Argentina","Pampa_HCER","Zanon-Martinez_2021",NA,NA,NA,"2.5",NA
"1178",0.77,"0.56-0.98","Puma concolor","Leopardus colocolo","Felidae","Felidae","Puma","Leopardus","Same_f",0.0959591,"Solitary","Solitary","Solitary-Solitary",2.78939584055616,48000,"Large",2950,"Small-Medium","Carnivore","Carnivore","Same_diet",-65.666667,-37.166667,37.166667,"South America","Argentina","Pampa_LCER","Zanon-Martinez_2021",NA,NA,NA,"2.5",NA
